MUNI,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,POP_25OV,HS,BACH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,HA_AFT2000,HA_90_70,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK,COMM_OTHER,WORK_FRM_HM,OWN_OCC_HU,RNT_OCC_HU,VAC_HU,TOT_POP,TOT_HH,AVG_HH_SIZE,WHITE,HISP,BLACK,ASIAN,OTHER,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,2010_POP,2000_POP,POP_CHANGE,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,AVG_VMT,HC_PCT,TR_PCT,HCTR_PCT,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,WATER,WATERperc,VACANT,VACperc,PRIV_EMP,EMP_CHANGE,PCT_CHANGE,PJOBS_HH,RET_SALES,RETSALES_PC,TOT_EAV,RES_EAV,FARM_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,MIN_EAV,WALKSCORE,PR_CNTY,CNTY_TOT_POP,CNTY_TOT_HH,CNTY_AVG_HH_SIZE,CNTY_2010_POP,CNTY_2000_POP,CNTY_POP_CHANGE,CNTY_MED_AGE,CNTY_WHITE,CNTY_HISP,CNTY_BLACK,CNTY_ASIAN,CNTY_OTHER,CNTY_UND19,CNTY_A20_34,CNTY_A35_49,CNTY_A50_64,CNTY_A65_79,CNTY_OV80,CNTY_INC_LT_25K,CNTY_INC_25_50K,CNTY_INC_50_75K,CNTY_INC_75_100K,CNTY_INC_100_150K,CNTY_INC_GT_150,CNTY_MEDINC,CNTY_POP_25OV,CNTY_HS,CNTY_BACH,CNTY_HU_TOT,CNTY_OWN_OCC_HU,CNTY_RNT_OCC_HU,CNTY_VAC_HU,CNTY_HU_SNG_DET,CNTY_HU_SNG_ATT,CNTY_HU_2UN,CNTY_HU_3_4UN,CNTY_HU_GT_5UN,CNTY_BR_0_1,CNTY_BR_2,CNTY_BR_3,CNTY_BR_4,CNTY_BR_5,CNTY_MED_ROOMS,CNTY_HV_LT_150K,CNTY_HV_150_300K,CNTY_HV_300_500K,CNTY_HV_GT_500K,CNTY_MED_HV,CNTY_HA_AFT2000,CNTY_HA_90_70,CNTY_HA_40_70,CNTY_HA_BEF1940,CNTY_MED_HA,CNTY_POP_16OV,CNTY_IN_LBFRC,CNTY_EMP,CNTY_UNEMP,CNTY_NOT_IN_LBFRC,CNTY_PRIV_EMP,CNTY_EMP_CHANGE,CNTY_PCT_CHANGE,CNTY_PJOBS_HH,CNTY_TOT_COMM,CNTY_DROVE_AL,CNTY_CARPOOL,CNTY_TRANSIT,CNTY_WALK,CNTY_COMM_OTHER,CNTY_WORK_FRM_HM,CNTY_AVG_VMT,CNTY_HC_PCT,CNTY_TR_PCT,CNTY_HCTR_PCT,CNTY_RET_SALES,CNTY_RETSALES_PC,CNTY_PARK_ACC,POP_HH,CNTY_POP_HH
Ford Heights,478,252,57,44,26,15,21994,1629,1292,84,1972,1121,659,462,851,1098,767,80,68,104,79,5.4,250,31,0,0,80300,46,269,693,90,1965,36,199,589,213,61,659,474,85,67,33,0,0,281,591,226,2787,872,3.196100917,47,0,2665,0,75,997,626,432,390,258,84,28.8,2763,3456,-693,867,Health Care,Education,Retail Trade,Manufacturing,Administration,200,107,69,64,60,1492,Manufacturing,Administration,Education,Construction,Wholesale Trade,1026,119,119,73,48,Chicago,Chicago Heights,Ford Heights,Matteson,Homewood,341,54,38,19,18,Chicago,Chicago Heights,Park Forest,Steger,Ford Heights,114,60,50,40,38,"17,428",15.06023483,23.94803763,39.00827247,0.775476401,1225.993506,229.9596144,18.75700102,30.96463954,2.525677289,49.7583807,4.058616988,0,0,32.87503958,2.681501935,61.95464556,5.053423633,98.07298244,7.999469979,519.8275363,42.40051304,2.18916988,0.178562926,0,0,200.3914973,16.34523318,N/A,N/A,N/A,N/A,"$5,491,337 ","$1,945 ","$11,710,231 ","$7,279,081 ","$99,816 ","$2,425,644 ","$1,905,690 ",$0 ,$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,2787,5114489
Forest Park,1548,1850,1391,981,621,503,50700,10659,9891,4445,11805,8830,7824,996,2975,7725,1686,417,1059,709,3854,4.3,758,1684,779,46,224300,499,1653,2880,2693,1956,3164,2848,1226,308,179,7221,4885,291,1678,343,24,313,3267,3627,831,14194,6894,2.026979983,6430,1642,4905,969,248,2703,3570,3040,3212,1164,505,39,14167,15688,-1521,6621,Health Care,Education,Retail Trade,Professional,Accommodation and Food Service,1181,692,620,528,459,5695,Retail Trade,Manufacturing,Accommodation and Food Service,Health Care,Administration,1465,849,575,570,401,Chicago,Oak Park,Forest Park,Maywood,Broadview,2692,371,369,165,139,Chicago,Forest Park,Berwyn,Cicero,Oak Park,1632,369,226,212,187,"12,588",21.51400689,18.69859983,40.21260672,2.834573701,1546.869068,350.1102416,22.63347616,151.3366524,9.783417066,104.7154358,6.769508679,56.6196304,3.660272972,599.3039871,38.74303259,164.7798989,10.65247876,67.77143048,4.381200186,0,0,23.37643134,1.511209438,14.19989991,0.917976848,14.65545988,0.947427302,"4,983",163,3.4,0.72,"$258,519,556 ","$18,148 ","$353,030,571 ","$232,132,840 ",$0 ,"$62,665,752 ","$57,828,434 ","$403,545 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,13974,5114489
Forest View,29,72,64,44,55,11,65096,583,525,90,662,421,379,42,241,292,278,0,5,0,9,5.7,43,156,42,10,203800,4,26,233,29,1955,9,126,103,47,7,354,289,36,21,8,0,12,251,24,17,804,275,2.923636364,526,266,0,10,2,175,152,152,155,87,83,42.1,698,778,-80,406,Manufacturing,Health Care,Retail Trade,Accommodation and Food Service,Transportation,58,43,42,33,32,1036,Transportation,Manufacturing,Wholesale Trade,Retail Trade,Public Administration,484,145,128,80,50,Chicago,Schaumburg,Bolingbrook,Bedford Park,Elk Grove,136,11,9,8,8,Chicago,Burbank,Oak Lawn,Cicero,Joliet,360,24,23,20,18,N/A,27.78349185,23.4970353,51.28052715,8.234611927,767.0534357,59.74962202,7.789499302,0,0,11.60805035,1.513330077,0,0,11.09540495,1.446497002,286.5602153,37.35857268,231.8892162,30.23116844,0,0,6.06890899,0.79119768,88.16495895,11.49397876,71.91705894,9.375756055,N/A,N/A,N/A,N/A,"$67,016,698 ","$90,932 ","$54,495,682 ","$10,662,222 ",$0 ,"$6,599,472 ","$36,499,548 ","$734,440 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,804,5114489
Fox Lake,946,1034,785,723,718,258,54920,7651,6939,1300,8825,6067,5291,776,2758,5405,2830,1322,108,110,1023,5.3,1123,1460,441,159,181700,1157,2708,1111,429,1978,976,1693,1911,520,305,5007,4161,646,139,50,11,236,3183,1281,941,10768,4464,2.408154122,9026,1120,150,364,108,2531,2054,2530,2136,1088,429,39.7,10579,9178,1401,4997,Manufacturing,Retail Trade,Health Care,Education,Wholesale Trade,689,631,492,437,385,2069,Retail Trade,Education,Accommodation and Food Service,Health Care,Public Administration,385,371,306,193,158,Chicago,Fox Lake,Libertyville,McHenry,Waukegan,588,232,149,143,134,Fox Lake,McHenry,Spring Grove,Round Lake Beach,Round Lake,232,72,72,71,53,"21,517",25.27331452,25.78041309,51.05372761,21.63932766,6037.892898,1594.148922,26.40240476,79.46825206,1.31615869,211.8272708,3.508297917,140.4254289,2.32573567,104.8385489,1.736343302,895.3317841,14.82854696,94.37742928,1.563085515,554.0760696,9.176646206,228.4299473,3.783272594,1034.731625,17.13729677,1100.237621,18.22221161,"1,771","-2,162",-55,0.4,"$232,294,132 ","$21,449 ","$318,952,350 ","$245,341,102 ","$700,897 ","$70,994,517 ","$1,690,346 ","$3,428 ","$222,060 ",N/A,Lake,701282,240744,2.836531752,703462,644356,59106,36.7,457261,139349,45982,43561,15129,212510,122333,157503,135182,53650,20104,32485,42733,39601,32569,43445,49911,79085,446837,396196,186863,260020,184999,55745,19276,175104,30151,6591,7314,36113,23023,61273,89381,69365,16978,6.3,32915,71348,43510,37226,267700,39542,131250,65031,24197,1980,533705,379124,334641,33545,154581,272836,1803,0.665232647,1.133303426,317717,258487,30813,14235,10566,3616,21552,21984,36.6,24.7,61.3,"$9,247,597,406 ","$13,203 ",82,10750,682878
Fox River Grove,217,250,209,189,267,461,90701,2904,2732,1177,3542,2773,2602,171,769,1654,1453,50,27,16,108,7.1,106,921,359,32,260100,120,775,496,263,1974,127,156,651,673,47,2561,2294,64,94,73,36,41,1418,175,61,4729,1593,2.964218456,4457,213,2,30,27,1433,659,1326,923,322,66,40.8,4854,4862,-8,1646,Education,Manufacturing,Retail Trade,Professional,Health Care,184,180,164,155,152,792,Accommodation and Food Service,Health Care,Retail Trade,Education,Other Service,153,150,110,76,55,Chicago,Fox River Grove,Barrington,Schaumburg,Hoffman Estates,134,111,100,100,78,Fox River Grove,Cary,Barrington Hills,Crystal Lake,Elgin,111,78,27,26,17,"23,981",35.9875804,25.3789041,61.3664845,22.52434988,1091.531787,689.2434405,63.14460546,6.07011986,0.556110223,78.23297187,7.167264644,7.73704708,0.708824715,24.21834004,2.218748031,3.25887663,0.298559938,25.62773249,2.347868636,17.4598999,1.599577777,102.1838312,9.3615076,4.13549165,0.378870473,133.364036,12.2180625,N/A,N/A,N/A,N/A,"$34,805,324 ","$7,371 ","$142,386,435 ","$124,313,795 ","$94,992 ","$17,287,002 ","$492,197 ","$198,449 ",$0 ,N/A,McHenry,308163,108950,2.814465351,308760,260077,48683,38,257757,35265,3352,7807,3982,91632,50334,74388,60190,24082,7537,14025,19095,19787,18618,22369,15056,77325,200749,185123,65182,116015,90267,18683,7065,90256,11666,1809,3226,8356,6575,25149,47475,30936,5880,6.6,14555,49945,20606,5161,233400,25420,58101,22160,10334,1986,235131,170628,153749,16702,64503,76677,518,0.680155989,0.703781551,143443,124413,11319,4282,2211,1218,7677,24095,32.9,26.1,59,"$2,840,262,460 ","$9,230 ",122.7,4722,306636
Frankfort,340,592,605,720,1294,2008,114972,10956,10702,6116,12737,8716,8254,462,4021,5873,4933,661,36,64,179,7.9,115,1399,2791,989,383600,2218,2946,464,245,1994,55,659,2149,2389,621,7583,6344,509,670,23,37,456,5294,265,314,17787,5559,3.165317503,15439,578,1214,251,305,6035,1821,4510,3360,1647,414,39.5,17782,10391,7391,8828,Health Care,Education,Retail Trade,Manufacturing,Professional,1248,1001,972,833,662,7373,Retail Trade,Education,Manufacturing,Accommodation and Food Service,Health Care,1164,874,860,815,808,Chicago,Frankfort,Tinley Park,Joliet,Orland Park,1623,654,356,354,312,Frankfort,New Lenox,Chicago,Tinley Park,Mokena,654,450,409,397,384,"27,090",42.6865277,26.02632162,68.71284932,48.84565373,9312.990204,2830.238576,30.39022391,30.56428027,0.328189761,260.265706,2.794652418,72.68089237,0.780424877,230.525182,2.475307897,289.5995767,3.109630423,171.1679825,1.837948701,2377.72534,25.53127715,859.355267,9.227490292,129.4514992,1.390010044,2061.415903,22.13484453,"7,180",524,7.9,1.29,"$401,852,687 ","$23,010 ","$878,565,059 ","$731,338,140 ","$3,010,657 ","$103,104,386 ","$40,898,966 ","$212,910 ",$0 ,31,Will,677669,222092,3.018132125,677560,502266,175294,35.5,455445,105899,72989,30342,12994,213862,120015,162407,117612,47885,15888,28023,39699,41249,35206,46059,31856,76352,426692,385545,136987,237175,185671,36421,15083,176194,28351,5010,5083,18903,13530,47149,99347,65320,11829,6.5,34342,98497,41747,11085,228900,64130,110131,45258,17656,1990,505541,357260,324409,32636,148281,167339,47209,39.29826022,0.753467032,304861,261269,23699,13117,3221,3555,12842,24654,33,25.2,58.3,"$6,702,141,901 ","$9,941 ",105.3,17596,670303
Franklin Park,1199,1600,1272,1110,652,332,56098,12148,9489,1776,14322,10168,9132,1036,4154,6631,4970,92,146,189,1234,5.3,813,3362,418,27,204800,160,762,4840,869,1954,969,1977,2680,761,244,8811,7033,1112,376,280,10,157,4620,1545,466,18333,6165,2.96025953,9687,7893,68,589,96,4960,3681,4171,3455,1551,515,36.8,18333,19434,-1101,7566,Manufacturing,Retail Trade,Health Care,Administration,Wholesale Trade,1298,813,770,690,599,15325,Manufacturing,Wholesale Trade,Transportation,Education,Construction,5916,1837,1463,1376,1152,Chicago,Franklin Park,Melrose Park,Elk Grove,Bensenville,1931,706,276,268,179,Chicago,Franklin Park,Cicero,Northlake,Melrose Park,3803,706,294,274,256,"18,668",25.78400033,22.43809456,48.22209489,5.673069302,3021.865468,970.3001002,32.10930833,39.04855363,1.292200267,154.4377974,5.110677462,20.21415756,0.668929765,74.18462527,2.454928125,1486.172538,49.18063209,158.1241235,5.232665886,0,0,34.68739524,1.147880196,1.10115004,0.036439413,83.59502689,2.766338468,"17,389","-5,981",-25.6,2.82,"$140,266,685 ","$7,659 ","$751,940,429 ","$277,073,007 ",$0 ,"$69,949,873 ","$392,761,273 ","$12,156,276 ",$0 ,61,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,18250,5114489
Geneva,688,1268,1092,1044,1482,2176,93385,14229,13611,8171,16644,11371,10371,991,5273,8078,5734,1166,272,406,488,7.2,252,2433,2938,745,323700,1500,4152,1479,947,1985,311,1480,2695,3105,487,9397,8084,606,427,193,87,814,6368,1382,328,21588,7750,2.726322581,19467,1319,248,323,231,6296,2956,4630,5128,1751,827,41.5,21495,19515,1980,11284,Retail Trade,Health Care,Manufacturing,Education,Professional,1329,1162,1160,1153,1003,14182,Health Care,Retail Trade,Manufacturing,Public Administration,Accommodation and Food Service,2884,1965,1853,1438,1281,Geneva,Chicago,St. Charles,Batavia,Aurora,1347,1215,721,560,441,Geneva,Aurora,St. Charles,Batavia,Chicago,1347,1167,934,867,511,"20,972",37.27151038,24.52062461,61.79213499,95.34839785,6475.463245,2593.491095,40.05105113,63.0857408,0.974227455,262.2809476,4.050381227,219.5452824,3.390418169,448.3166704,6.923314262,335.8426268,5.186387662,60.18792781,0.929476788,124.1008832,1.916478845,1774.692693,27.4064206,192.0679564,2.96608828,401.851422,6.205755585,"11,973","1,025",9.4,1.54,"$429,387,605 ","$19,925 ","$971,800,251 ","$737,753,764 ","$84,650 ","$187,145,172 ","$45,898,853 ","$917,812 ",$0 ,46,Kane,514891,170069,2.98945134,515269,404119,111150,34.7,304876,157032,27215,17173,8595,161812,97960,114861,89649,37814,12795,25063,35551,31452,23778,30376,23849,68674,323008,268307,102960,181587,129009,41060,11518,125036,18561,8028,6757,21946,15021,45352,65894,45708,9612,6.2,23541,64939,31399,9130,233800,39891,70848,41961,28887,1979,383386,271319,246279,24851,112067,160955,-3384,-2.059158203,0.946409987,230063,194377,21332,6283,4329,3742,11344,22228,32.5,24.7,57.2,"$4,875,361,438 ","$9,567 ",59.3,21129,508413
Gilberts,0,297,317,318,760,411,107930,4146,3995,1863,4912,3912,3708,204,1000,2144,1456,688,0,0,0,7.3,42,1109,861,0,280400,1711,331,64,38,2004,0,471,661,809,203,3238,2821,237,145,0,35,351,2012,91,41,6786,2103,3.22681883,4619,1110,55,654,348,2375,1457,1600,1024,313,17,32.6,6879,1279,5600,3416,Retail Trade,Education,Manufacturing,Health Care,Wholesale Trade,385,380,379,357,247,692,Manufacturing,Construction,Administration,Public Administration,Professional,233,178,75,48,41,Elgin,Chicago,Schaumburg,Hoffman Estates,Carpentersville,515,449,160,106,89,Elgin,Chicago,Carpentersville,Algonquin,Gilberts,75,33,28,26,25,"28,574",43.83222571,27.33523053,71.16745624,17.60240426,3479.77631,751.9688396,21.60968903,0,0,3.96932104,0.114068282,32.28948742,0.927918479,9.2855401,0.266843017,87.86235556,2.524942632,31.56036463,0.906965328,1607.650868,46.19983369,110.5875959,3.178008758,4.70395862,0.135179914,839.8979789,24.13655086,N/A,N/A,N/A,N/A,"$17,904,895 ","$2,841 ","$202,420,804 ","$185,096,470 ","$1,478,830 ","$2,326,629 ","$13,338,359 ","$180,516 ",$0 ,N/A,Kane,514891,170069,2.98945134,515269,404119,111150,34.7,304876,157032,27215,17173,8595,161812,97960,114861,89649,37814,12795,25063,35551,31452,23778,30376,23849,68674,323008,268307,102960,181587,129009,41060,11518,125036,18561,8028,6757,21946,15021,45352,65894,45708,9612,6.2,23541,64939,31399,9130,233800,39891,70848,41961,28887,1979,383386,271319,246279,24851,112067,160955,-3384,-2.059158203,0.946409987,230063,194377,21332,6283,4329,3742,11344,22228,32.5,24.7,57.2,"$4,875,361,438 ","$9,567 ",59.3,6786,508413
Glencoe,214,273,181,231,369,1753,184028,5552,5549,4738,6210,3865,3631,222,2345,3176,2947,62,0,101,66,9,44,136,173,2484,927400,468,341,1301,1066,1954,91,219,606,1293,967,3047,1996,207,713,117,14,539,2837,184,155,8728,3021,2.887454485,7987,252,104,264,121,3007,458,1928,2170,847,318,43.4,8723,8762,-39,3194,Professional,Education,Health Care,Finance,Retail Trade,467,364,352,321,276,2521,Education,Retail Trade,Public Administration,Accommodation and Food Service,Arts and Entertainment,538,371,269,242,238,Chicago,Evanston,Glencoe,Northbrook,Skokie,1322,187,184,130,81,Chicago,Glencoe,Evanston,Highland Park,Northbrook,532,184,159,103,71,"19,651",65.81561525,24.35586666,90.17148191,119.8771151,2397.103591,1460.098694,60.91095518,5.68600595,0.23720318,40.6617716,1.696287626,0,0,65.08073854,2.71497397,0,0,47.0953806,1.964678572,0,0,742.6772013,30.98227394,35.80379915,1.49362753,0,0,N/A,N/A,N/A,N/A,"$141,138,163 ","$16,286 ","$936,967,754 ","$895,571,304 ",$0 ,"$33,213,049 ","$7,765,074 ","$418,327 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,8723,5114489
Glendale Heights,1505,2722,2632,1950,1558,774,62208,21166,17387,6100,25416,20091,17560,2531,5325,11851,5357,2831,69,185,3382,5.2,1836,5436,745,9,198900,867,8196,2685,103,1977,1443,4456,3888,1702,362,16795,14178,1897,276,289,155,423,8026,3115,710,34159,11141,3.064446639,12879,10490,2331,7811,648,10589,8459,7438,5568,1786,319,31.6,34208,31765,2443,16415,Manufacturing,Health Care,Retail Trade,Wholesale Trade,Accommodation and Food Service,2479,1958,1909,1316,1196,10985,Manufacturing,Retail Trade,Wholesale Trade,Education,Health Care,3252,1818,1610,742,689,Chicago,Glendale Heights,Carol Stream,Addison,Schaumburg,2369,941,699,612,589,Chicago,Glendale Heights,Carol Stream,Bloomingdale,Aurora,1029,941,534,261,256,"21,385",29.85045065,23.45107426,53.30152491,11.00980223,3463.935786,1571.238985,45.35993395,240.8828003,6.954020375,168.617444,4.867799361,412.3545641,11.90422079,148.3466722,4.282604566,234.727135,6.776313117,93.42640669,2.697117166,18.50379944,0.534184251,371.1693911,10.71525034,59.49952668,1.717685614,145.1690617,4.190870464,"9,900",114,1.2,0.89,"$409,605,325 ","$12,083 ","$708,439,056 ","$478,349,222 ","$4,478 ","$102,902,266 ","$127,183,090 ",$0 ,$0 ,49,DuPage,918608,335532,2.699456386,916924,904161,12763,38.2,645537,122069,40620,93446,16936,250350,172360,200994,187283,76143,31478,40311,61409,58070,49716,63493,62533,78538,613687,564253,281959,356370,251585,83947,20838,212825,44266,2790,10850,85040,43263,88537,118119,87474,18977,6.1,25926,101004,85338,39317,298500,32096,205571,97861,20842,1977,720466,514749,471187,43180,205717,509888,147,0.028838175,1.519640452,439422,359991,35691,29668,10111,3961,21764,20534,32.5,23.7,56.2,"$14,729,493,925 ","$16,111 ",46.5,34141,905754
Glen Ellyn,1650,1643,1147,1176,1765,3078,90640,18170,17251,11190,20733,13691,12506,1174,7042,10925,6672,848,15,205,3185,6.7,669,1617,2678,2944,399100,1107,4130,4036,1652,1969,1870,2065,3068,3044,878,11293,8916,564,1337,417,59,1002,7908,2551,466,27503,10459,2.624151449,23659,1186,907,1337,414,8117,3822,6225,5709,2351,1279,40.2,27450,26999,451,10980,Education,Health Care,Professional,Retail Trade,Manufacturing,1254,1223,1142,1038,833,14393,Education,Health Care,Retail Trade,Accommodation and Food Service,Professional,4551,3365,859,789,782,Chicago,Glen Ellyn,Wheaton,Naperville,Downers Grove,1738,1198,460,441,381,Wheaton,Glen Ellyn,Naperville,Chicago,Lombard,1202,1198,837,794,595,"18,812",37.43288854,23.4109117,60.84380024,26.1261214,4353.190678,2589.560242,59.48648781,196.9478594,4.524218533,175.1645531,4.023819907,100.7872996,2.315251205,447.5467548,10.28089022,0,0,26.36928358,0.605746119,0,0,679.064959,15.59924683,61.34091973,1.409102524,76.40880686,1.755236848,"9,730",-397,-3.9,0.93,"$207,882,180 ","$7,529 ","$1,324,205,107 ","$1,172,800,618 ",$849 ,"$150,994,879 ",$0 ,"$408,761 ",$0 ,55,DuPage,918608,335532,2.699456386,916924,904161,12763,38.2,645537,122069,40620,93446,16936,250350,172360,200994,187283,76143,31478,40311,61409,58070,49716,63493,62533,78538,613687,564253,281959,356370,251585,83947,20838,212825,44266,2790,10850,85040,43263,88537,118119,87474,18977,6.1,25926,101004,85338,39317,298500,32096,205571,97861,20842,1977,720466,514749,471187,43180,205717,509888,147,0.028838175,1.519640452,439422,359991,35691,29668,10111,3961,21764,20534,32.5,23.7,56.2,"$14,729,493,925 ","$16,111 ",46.5,27446,905754
Glenview,1754,2504,2061,1968,3152,5110,99841,31542,30253,19335,35436,22025,20659,1310,13411,17500,11116,2282,106,165,3442,6.7,921,1998,4104,6817,494500,3358,6204,7302,636,1973,1053,3825,6270,4911,1441,18893,14952,1295,2222,312,112,1387,13840,2709,951,44478,16549,2.636956916,34990,2860,577,5470,581,11192,4985,9045,10376,5807,3073,45.7,44692,41847,2845,18586,Health Care,Retail Trade,Education,Professional,Manufacturing,2641,2009,1811,1736,1316,31019,Management,Health Care,Retail Trade,Finance,Accommodation and Food Service,6571,5273,2726,2423,2400,Chicago,Glenview,Evanston,Northbrook,Skokie,4725,2006,851,835,589,Chicago,Glenview,Arlington Heights,Northbrook,Mount Prospect,6173,2006,791,732,705,"18,890",41.82313186,23.46306771,65.28619956,54.64607889,8937.710559,4776.233014,53.43911041,344.8784359,3.858688795,385.0890506,4.308587172,438.1649808,4.902429743,474.2185801,5.305817155,403.4263604,4.513755035,152.1086963,1.701875388,0.0194036,0.000217098,1310.801882,14.66596925,104.3539243,1.167568849,548.4162309,6.135981103,"23,472","4,970",26.9,1.42,"$1,096,766,343 ","$24,851 ","$2,448,167,001 ","$1,763,765,871 ",$0 ,"$499,476,841 ","$184,570,112 ","$354,177 ",$0 ,49,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,43639,5114489
